Name,Picture,Prix/jour,Type de boîte,Ville,Carburant,Modèle,Personnes,Classe,Name,Number Phone,Serial,Marque,P,Video,Reserve,Clima
i10,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiZ9bAg8VRWkoQhY3RYGpeJPfMEMn20boDglyppDYs_Zaj2JXDWHpwSndMeUfK8hO0fijMWxKvBXFQldcwjo6RnKyzNMnXS8P_JCLC0UnZQiL41e1kwrg-hb1qtUdasms8qm-E1fcjAUOcAS1-xEWkIqle7zVi6O_Lzn2C8hxFnir8RrETtVFIx1S1Dyg/s531/4179.png,250,Automatique,Marrakesh,Essence,2021,5,économique,ALBASIT CARS,212676935832,#004298,Hyundai,,,,
500,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEifCAKbvmfmnbosCyG8Q7mpl9-1QLVLOKhR4cs2U14YIl2DweOHJnZIGJ-WElTicoSB8el5J-Bprmm2uD-fskhzHx85nF2FEEgJQrOz3QlLPICwT3gWrNyS5ZhGQqrVLxTkdWTDUwM6-G5XyjXCaHlbVcXkAwb18gnhH3woyZlPrveHFsxbrw7xER80DA/s531/4180.png,350,Automatique,Marrakesh,Essence,2021,5,économique,ALBASIT CARS,212676935832,#004299,Fiat,,,,
SANDERO STEPWAY,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg6cwHmo4TAaNG9JwgGnmqwTr2kVXacahwB3p_Pq_tlxgDwJUnXK2y6k81lxS3JRGwZHm9Gxo6uv2UymmKTJf6n3-TiNq6ESfr-kgVhfGnDKk9mdmvv7pwsdQew5jb9pHOqe1qfkbMV3oyqRxLK-0dNs5YiPuRMYD1px8GHPczXwcIAiJx_Pye4yDbLgA/s531/4181.png,250,Manuelle,Marrakesh,Diesel,2023,5,économique,ALBASIT CARS,212676935832,#004300,Dacia,,,,
ACCENT ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgz08z1uWi4SbesRgqYxA9iyfxAG9tWj6FVlZ0paSdZX2LX4n4m9bRZY7aF-x7ym6FJRw4gAlT1d5Wsr7Fb4UAiYl_QyLTzavNIV_WCLXh3FAG1QdEP3leULBqhvpT8QJaNYkrMbZAAcUTk5wF7j2gW04ByTVoCZyjZtjnwBAk3h_cW6igoygnCMsGS-w/s531/4182.png,300,Automatique,Marrakesh,Essence,2021,5,économique,ALBASIT CARS,212676935832,#004301,Hyundai,,,,
RENEGADE,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh7epkiQx-exMSCaED-HQBMvUxLAykCRAg61OuC66X9_LhixLK_nNTrxrCk1Sj_elz3iD1cKXCcZ5V2EgYELvPu4lJUUICrYrDLp4KomYvWrMuMM9cmMp70rUs93rvl3czKQxQv_CLQFyfl0R0tp-0rTHghnUQZkeAYeaETxRYBzvLBeJlHjdJ0o2nLpA/s531/4183.png,350,Automatique,Marrakesh,Diesel,2021,5,économique,ALBASIT CARS,212676935832,#004302,Jeep,,,,
208,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiWyhfkmMCqtzPGGy-YBwSZE2RwoGM7LZHt0q_pPLi5Isvbqz7pOKA89syyPmFcUkPQ_OG4jBWlTRNRBl7WURuKqhdJo8-vCb0KnK2fA1xbDtTY3JBg1ssBrs5rTn9N6NchLNeVYKFEF60aA8B9gzoIxENVN5idTzOUnvIEMZjyFBNdxvsAGxCwkzl1Lg/s531/4184.png,300,Manuelle,Marrakesh,Diesel,2023,5,économique,ALBASIT CARS,212676935832,#004303,Peugeot,,,,
SERIE 4 CABRIOLET ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhey_ke1TPLD5_x2HXleuFpYnul04jgJOlds2aQ58VOt2djEE68uZ28E7s25iBbq7pCqWvTNF5Xl5SXtwLGEFGj6mkmmB1WYgb9aRHM5kf8vnNqECr_LuGyvxUYXkoij2-R10_DfBFkE9D3r7rSmHHeCKGol4IvGwKyHb5DL0K8vRUhoj9gwRQnJOOqxg/s531/4185.png,2500,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004304,BMW,,,,
RANGE VOGUE ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEitn2vLbqxRZAsXJQbHIF9I8uv-Sv31xOkLOZNBEUTaegz974q-GEdLIYv2ulwDEjqXT1hFaCgE8QV4_P5TcuOXfB8ZY8_SL5s8aPxgry-RdNgH4ml65PL6LBuW1NTnh4WGRceWR9gnUGYyv8r0MuxlxsTlxJYMRhYvSCHKI1EWBCb2ixJPPRj4JOeeXw/s531/4186.png,4000,Automatique,Marrakesh,Diesel,2023,5,Luxe,ALBASIT CARS,212676935832,#004305,Range Rover,,,,
CLIO5 ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEieRzm8aoTlpQzn4GfbCgWQNM3F4L_P5x5TvaR_kmqx9cX9OlNGOq_4LeteWSwN_G3qcq3-GzFRrL3fYjKmbLn4dwJshBLFNqOT3FH3X8YUyMUrpBIYJnTcNpHOneUcCxJQpcEBfCkhVVQK7FIzc5PBCdprq5FXtZu6CUewkzK_Pnss81PmF2NVxFZUHg/s531/4187.png,300,Automatique,Marrakesh,Essence,2022,5,économique,ALBASIT CARS,212676935832,#004306,Renault,,,,
Q8 S-LINE ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiQfVxnyRq8nNqNQjvzeo6H0nHH-cBulb5H-CsUvVuPnZQRWtpQud_MJr2o9Lv-89Ahy96-orfCeXCtRzRBQNWYGwFVRdgRjcvjUge8u0_7ZSCoef4cFwbTuAlI_gqA2fuJyB41LjrSg2H8XDmFLG7l77LMEEQkGr5xaHPdfi6knmv0-oNGfFVJ372-GQ/s531/4188.png,2200,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004307,Audi,,,,
Q3 S-LINE ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiNJvCLappEXoM7VEkebykxHpJtVvhnOoszxrTGPzI3O_sRwSI-uCgvIloiPpIk5RWdqsFqOiH-6TZxA1H1DATd3yRJIVMaH7crVUjxKf3lnp2qwxjq98poeD9JdDugpur6BG0kFbV88I3yNDmJ9uC1J_085wcaIPNPz7-up1rM2-u-PGaEAHeXm0Whow/s531/4189.png,1500,Automatique,Marrakesh,Diesel,2021,5,Luxe,ALBASIT CARS,212676935832,#004308,Audi,,,,
SERIE 1 PACK M,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhUs5Exf_Sg3RIUzZsZt4ItfRfGpB-KZQu079HYZ2RuJr5AN7s3AJFqk_hPQeCEahTiUHCc8QO_wwTjurd2Eqk15K8jpP7ZTlEA6_oaSBFCDjZmrzi0b4FAekmHjIRYn0JOh9DAPYWqghfjBhXOjcDScB_cZuHBilcoB3i1-opbP60KVAXKZgzqn6910g/s531/4190.png,1000,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004309,BMW,,,,
SERIE 2PACK M,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjeoJFFWcH104Nw975_orBUKDbB1mibEQtwOP7-o1npbqQHAgiIhEDbzmqQz5FDakqZqKVK4OXQEZHrf00RT9lrHIS8dYOiTQUwyHhpYpaTAuNZVKWhuxnJipSvYjL_5VOy9E8bVyyIWdm8ZT5bDcNsl_RBnwPlh9AXN5V6lOX_wA2230tJDBvQfMcoOw/s531/4191.png,1300,Automatique,Marrakesh,Diesel,2021,5,Luxe,ALBASIT CARS,212676935832,#004310,BMW,,,,
FORMENTOR ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjgxjID2yyoeIPoELRfB8EOTpDP6FCt0x7hGk1jOmpxSmNzievxJ15tTCV3TH4G2QvbAfa_mIWkyL7isa6NHIED41z7tMFb9AQ24LoIzBcF6U75wqNCvcGScDTaInTDU2MLoamGuhE5RysZGdvppj3vZWSSVaOSb7XQjXVftetf4Le1fdp4WDh1mbwC_Q/s531/4192.png,1500,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004311,Cupra,,,,
DUSTER,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgI-gbz840BrGQjf9wGrm2bThsrmFf5G41IQVueYsiQi9JmFdKLPWlHUlB3yJdYSrjLJRLXVolv3MuioHgvAiQLehfSEW1-biZCXnc6gUc9HSusiXkgvBxU5n5grxf8jqStgmWdoAt-BBGAKy2nJFw7uYjTXw7T9mXjnTk4Q6oxaLqV2AkfK0DZ8UHdog/s531/4193.png,400,Automatique,Marrakesh,Diesel,2023,5,économique,ALBASIT CARS,212676935832,#004312,Dacia,,,,
ACCENT ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg4k6kWA9797Nn-RmfYqaXgAaeWEYjeHtzGePtXED-AYesnDd_P2l6cosdS08BxZRITfEydZMzWtHf08WS3xT_TYgBa59OY8qjzVV_LZIIEEbvKzKvzTd3SzA7qm9eya3sdHo1-ELjPCznuuTS8dIxB_Yk68ElwrLHNvvt6s3r2dzoVd1MxRkptZrgj0w/s531/4194.png,350,Automatique,Marrakesh,Diesel,2022,5,économique,ALBASIT CARS,212676935832,#004313,Hyundai,,,,
CRETA,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjUopvyMog68tMdEqzczB9QtDAxyT1G2Y74mdHRB-B-cLslAMtpUn9Q8TVihmLXgrPGkyDJP_KeKf7VK8WqaR9jxi_vI0tiGOZevuP9E2wIcLbHgdlhUolH5hZPagnA_Zc1_A9-ooVRa8mavsTUW44jz_r_AWpc3HgmNS-zC3PzWo7uWCR6SLlNgTA1cw/s531/4195.png,500,Automatique,Marrakesh,Diesel,2022,5,Moyenne,ALBASIT CARS,212676935832,#004314,Hyundai,,,,
TUCSON,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiqmnVNavAuDW6OYqegtwMTq4FBGbasGr4pyGRyTueTbrPDIgG9xoKoTZrvV75ZW3OxF9UIVOxnitMzhGNtYTE6v-6vhRJuBp4xpTFIWfTt8Oo5SB8hyphenhyphenY7TtxWG2Xqq8CAaEBv6d2YxQUYKs9wOMdU5A9-NX1J2_WQj7MxmlVJIKR2h2UPawFrnyz_ztQ/s531/4196.png,800,Automatique,Marrakesh,Diesel,2022,5,Moyenne,ALBASIT CARS,212676935832,#004315,Hyundai,,,,
A 35 AMG ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg6YNLihYXPARrrl9OKuMJGM5IpmuzbIvHb8CTWab5iaVEm5cDIcDzf11fFhBO10GAFvTqgC6A8fTrq5b7FuTqFKIjhvpG6vl5r8E3hs2ATkJJqq35OoXxlipCJ2HVEq42MKCoj1bhnJHNFlzRsRVBJoGz1aAb6pZoJfcj-GRwvgghjROLn1o4zanwgGg/s531/4197.png,2300,Automatique,Marrakesh,Essence,2022,5,Luxe,ALBASIT CARS,212676935832,#004316,Mercedes,,,,
G63 AMG EDITION ONE ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjQ3RzwlL78junpNZorVrenxVIhVXhTitfLr6NuA6MtZvcR3bxelTArMitJSYv5xbbh7RLlyP2109vt5RBF5fPO6P5jxhFhGRrDdUxuzOTYQcoOtCucIIPu7KaWrHtsF71LE1g72vrzQGcM5yuYsNaH6dm4TkY5nmsVaMI6QLvTcpivh9Coyhgk30bEhQ/s531/4198.png,10000,Automatique,Marrakesh,Essence,2022,5,Luxe,ALBASIT CARS,212676935832,#004317,Mercedes,,,,
GLE COUPE 400D ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjqTnIT7Ob4c1sS-DnVnTErwQb1LRNzpKLuio6yAw3VlqieuOWX54ih8q9fAKJUzMMLG1nJqqjsNYUdTF8fEQ06D1Ra8rfmUyS-MeJ7g_nN1ZINwxMcGf_W6C9hz6rgnLABOxSrUK8kdG8SiK4SkBbgy5_dGoVfzDI_8HOOevINyTdkB3_k-c8TF6l7kg/s531/4199.png,3500,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004318,Mercedes,,,,
CLASS A 200,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgS73htb2Vf2FlDmFPQTu8JYPbF2xAY6fT0MP5JjTaQYIVt8TVoe2B8s-5pg2Nhd1kXniEZoxDQZn6fMxsIieHtH5GeiNelf6Wtb6FSOx8j1CJL98YDoiW0MhF0JmgGgJKraAvDTZL4iU2DeT0oB7Ui7Pka2OHtVFDhPyjHTZV3wpX7d-xQncKxxv7fcQ/s531/4200.png,1000,Automatique,Marrakesh,Diesel,2020,5,Luxe,ALBASIT CARS,212676935832,#004319,Mercedes,,,,
CLASS C 220 D ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVPl-YEfujTfbASDfxlSsaFPoqHY8s95au3Dhf1xrjlS9IH5Lq3X7eL-SMKTtsvH2R9hr8M0XdsTcZhR3gxhiSRNvsUYR2RKcQxfcBlvSro0rRYn-gC5biRl531lRU0HsPl8XjwVr3ZccF6UAHaUOSJWhC0ibGePYvssoqxHjek2Zptn4b3-q-iRKASA/s531/4201.png,1800,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004320,Mercedes,,,,
CLA PACK 45 S AMG ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgbqOjUKEOa-urrD5HaeuNhKGukszeRc_mM78zPCcicSYwOe4kyTn83wt9N6UZKV6DDcpV3GUrTISs-I4_u7wdSCzAggC3Gi0zNEe73tyBKl9mH5unuFqQ9uH3Y2Tcqha3m559rN52UHBi7Symzsw2YC2rkFhuHN4s1GfmsRjU010_Jo_mrl1dEZPySww/s531/4202.png,1500,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004321,Mercedes,,,,
CLASS V 220 ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhsumTYprlCEFs5p2hmzAjKyro7qQzy80yeBENan-z1x0Ja1ozOPxPv1h5S3l1sdLFEQeUhxaPdDgxHei2aWWVznD7rfKwOkb9KUYGjnrZq9-3ju-JwkBaRrHEP2ssvb8nXvpVIopkM49nYZj3fTEYxpFKlMtGvtctgQn_StJP7aR9tgFBpT4-_WO2yUg/s531/4203.png,1500,Automatique,Marrakesh,Diesel,2020,8,Luxe,ALBASIT CARS,212676935832,#004322,Mercedes,,,,
301,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhZZRqEKJzL5rsNLqbAoKswf9ycrwtlljyrwziYTo36xbhUmtOJZb6hlEGCk0ia2x_9Z6YU7Ya62YvfsywopxcQhOLO9CWt-E-qrxfkcvyJvF3nfmKgGAc2-VqnVKCmqpVCYz7T9HcYV2eU_kYQFgHXGxxqb8xDdw-0RkB3wnoAvrz6Ia0lYRjK7Rq5Yw/s531/4204.png,300,Manuelle,Marrakesh,Diesel,2022,5,économique,ALBASIT CARS,212676935832,#004323,Peugeot,,,,
CAYENNE COUPE,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhS-eRagKY8G26IlAwcqQ4JxfFm10dQLsBw27XBR7QCm5FOUD291D799Y18u3gMIjXR2iFSnGtp92wUp7jXOUSd3afuAFDCxH-B4PnhDuGxuaWFIHHQRPr_fEDpYpkHAUMU8ASuxGmXaotelQsYYN9R1YTm9zD6noQuJ0TSUpEC4oikpJDTnnVYDym2Ng/s531/4205.png,3500,Automatique,Marrakesh,Essence,2022,5,Luxe,ALBASIT CARS,212676935832,#004324,Porsche,,,,
MACAN ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhdWOUAWDoVIjqP5tfs9Mj4VSIBp3nWf31zd2-NPotP8oIjmTtZQek5hVMSCpvkDEgfnoPT5lj1C_zU7g66uA8wGLwqWZGIFONiWuBvZb_3OHB6MuvcFnVUVYurH74a3pdtKDbVap2awtg_Z8BKOBHyRadhGgEhTF5CmRgjyFH59DU3LVmg9-iljnIPWw/s531/4206.png,2200,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004325,Porsche,,,,
T-ROC ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiYMzQMyontjs0fvnaZSjoCUzPa5cPHvFdWjB5YODXgtGyyADk3YP85PCnWUkmPdLc3Hv99mbRiDvppBZAiPSb1I9OyuQEH95nHZkQ2s7RLWuNRau2I3dpRqJn6O4I7P_af3rKPap1WgesMzonhXArpdQDcXjyJp2jRXsF9pKZmTU2xtHWIXsEEx21pgw/s531/4207.png,700,Automatique,Marrakesh,Diesel,2022,5,Moyenne,ALBASIT CARS,212676935832,#004326,Volkswagen,,,,
GOLF 8,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjoJx6VzwLXYvuyBEH4RAlH9mY96Fr9t3_17JTTKYB1XO2xaB9fDE_5Jc0b94yHKcjSXheb8UaLtWr3wAnxxdsmNcPcNZ_wLlsD_h4LxU45SpdmUdTcUgW7KIp5s1MbFit7SJnsf83ixOF6XCJfc_qIXCkCpXIYMTltQPp3Dwky0bs6c1sf6nQkjiKnOA/s531/4208.png,800,Automatique,Marrakesh,Diesel,2022,5,Moyenne,ALBASIT CARS,212676935832,#004327,Volkswagen,,,,
MEGANE,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgPZwMDe16q_fV_xmL3Xpn63hDb_zeUyioyub1cChSGXZAwkF0EQ1uqaI8skPE2lS0KwtwrylKRAJPHqxFlqTdMf8ffvJ-8mKZR2Kb-wbZxqyPBrpsVqJtQ125lxxlbp3hRC0wrhdP9FkPfo8ppOYvTLsyTMO5jEF-d_asqfmmQ2zjYo58JiKHX2wdo5Q/s531/4209.png,500,Automatique,Marrakesh,Diesel,2022,5,Moyenne,ALBASIT CARS,212676935832,#004328,Renault,,,,
RANGE SPORT ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgt59rdld3oeI1d-_iAwXcKTFFlIxpns-maLFbvyzONDUhVesPPJpDKY30UD0oWSEgStj7afI3Kbhyp75KL7ZGQCj4pnQwNlhlHi_HVyPNGlbEIG8ypgm4kIjG_lJUTQb9-AaKjrMc8YKSPsUnDvYzpvFPRRPp7F8DJjj8dRLpjDYjz1ipqfIpw-40bxg/s531/4210.png,3000,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004329,Range Rover,,,,
RANGE EVOQUE R DYNAMIC,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi8LE6o6TWMdCImIyUClg3WpcgFaa_9QzeVI0EodCPDEtbmxAt2xkQNsySw_3EVlr_AElEj5OTx4cmmJt-4-S4Tm7Fh_UqO1-Nwj8PINaWGEgaDqDu8Kv4jwH0EIJCj3O9CyK2IWmqTNMR0X2GOarXl7qm2ac3Eu6hcq4zeVw36YMo6ZeADMHpPXbqe1Q/s531/4211.png,1000,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004330,Range Rover,,,,
RANGE SPORT ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg00YVnI0piz7ldsSV1l1PF0tyua8Vjgff9w4824P2zc7LdBJAL9ao7wN_MCrqaS6C7kv8yTk0HimoHkAuaWqg4s1RN3rrLvbr5YZ-SxOPPI0lLCz-wlphD_SIUuTldFYkR1Q4Fg0XcHOcvm3SA3rZW_ZzSRcXyX9UVlknk1cS5o6zEkie10EAileLgmA/s531/4212.png,2300,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004331,Range Rover,,,,
TOUAREG ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgdXcuqUK7-tRfA0B9NR_xyXEvOhbKhPVQY2MPaHmc64ajqIu4Qg-6-a5uy6xoFGA5aA0ITPdESR5xzdm4gOg6z29rJ85RgCJpbVTpA0Cxn4V1QU2wYnua_vuKT-G-24dACshYXUIkmKXk-7W9fgKaoRhKucegHglpSjIWp6gel0qg8gyIUbgkQSZfhHg/s531/4213.png,1000,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004332,Volkswagen,,,,
A3 S-LINK,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh01nNIgfN9tThZJzSoVgVG5a9SyFVtPfFyBg1tioSuIYh-U48vd1F4FMwELkLV1u_d7L1Ca7U2cGwt4-HfGMQnNMwD2PJqUijpudXwpsmtM6XjExsMSKEBqzr7ptHvaVx2VmnrZ9f5fAS630mY4ArAF_A2aOuNKDjuwq6hDa4iVhHArsfifTj7ZK1LzA/s531/4214.png,1400,Automatique,Marrakesh,Diesel,2022,5,Luxe,ALBASIT CARS,212676935832,#004333,Audi,,,,
CLIO5 ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjE-pU8AcgFzX8T-o9h61r4eMYIUn37p9eoaPOaNR6vjrUvtgjczOZBU1NrQwOdhawokM4XeNZoYDAFy73fhrKqNK1idEerhEdoS7otqzCl-DTszGeWMMnKrQzLyGN4b9LJ8Oe91VF_00sm5i02ZviAmI3j-mh1-NsU_w6yn__FMy1wJYvp7JFmY86ZiA/s531/4215.png,250,Manuelle,Marrakesh,Diesel,2022,5,économique,ALBASIT CARS,212676935832,#004334,Renault,,,,
STARIA,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjRnb6aeKiHl6yJKWq8C5RIGDaVPRt53PWkcWSKH68l_cLar69DxFi_vCRtEGNzpH2oOLF7be8VlyLMpBGa4ygDLikPF5YnPpuCED3yXenoVqktCav1GfaHmoBSl1AWGEuwkqiMbrkuLKAquTqNJu3RZ-x0olcnW8WXdQfbyesiMamxRRPu3Y8lFW90tw/s531/4216.png,1500,Automatique,Marrakesh,Diesel,2022,9,Luxe,ALBASIT CARS,212676935832,#004335,Hyundai,,,,
CLIO5 ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhZJdjGaVDQ51Y_uGQTjoh-WuNIVAgRXyGwTxykN8uYXX_HpADWFHPnzVvqI36v_Ab4mgkyB5y_Cnkmlce5rgi_5UzwJWcH8y3RZiUVOAD64qHCpaVexbItEz2UUjDsGouWdcvQYIg9P9ExrvjNAIFc29TkZiRAVDX3CCdExFy7Ab33OwgUN_UK6KD2DA/s531/4217.png,300,Manuelle,Marrakesh,Diesel,2022,5,économique,REDKECH CAR,212600238096,#004336,Renault,,,,
CLIO5 ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhH0oPKGwMEVR-b_Ob29S5T0TBW7_P2qTtZB1e9S60RREkVZX7yIBOnnxXwjdH-vztNIt-LzDl_37jq4JuPg2nl-UhtzhykgftMqNioLisgUrdsM2j0d6J6oApLRpW1TVEUtvmzac4Q-a2zkG3t6AT3-lov2Hd3D3UvQTHTWAlFJCSng4F4D7P_21RNVw/s531/4218.png,300,Automatique,Marrakesh,Diesel,2022,5,économique,REDKECH CAR,212600238096,#004337,Renault,,,,
CORSA,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhaVgFWgvbzR36Qfq0ZBPHj6ODyGaDNplUUGEXYo5U3Qr8QiPgzMpCqUZ5-LRp0HAbKRwZS53Kp9YAYRNZ06VblG3zdk9iALWwTssL6Y9O6XEocCVMWtX0LnOfug9ImExp4cTvK9AmIlP_JsV3Ov-ILzcSfKFDyQgEmIxzP1CJN2WHbgD4RrOGvk6oyug/s531/4219.png,300,Manuelle,Marrakesh,Diesel,2020,5,économique,REDKECH CAR,212600238096,#004338,Opel,,,,
500,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjnJShYufUBPBCuDVQ7t-7VUZhWjgx0S10kfUT35TMnM6YvwouJxNablfLCjMvUUWNsaGUwAAAPrjOZaaW4thsl5Cst1Uo74MuUJVZUppNO6Jkg9W1PrUG8LVejL1dxYHhw1m0XDEScKP_YCeUWwrxTD1Kme4DdZcdXQSDhZ432pE1ulyJsNPxuksXaMQ/s531/4220.png,300,Automatique,Marrakesh,Diesel,2021,5,économique,REDKECH CAR,212600238096,#004339,Fiat,,,,
C3,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjU5AKG7VJxGOrdkuF9eIOm_YSaL4tEomktI9p_gUvojEcvSQ2AnrCr_afa30UM-xvwzm0OwdXRS6pPMSP6sGXhlmCeahUaiXgdV_3TiWb3Wze2V_nrlXfNgneWgvHY8qcEIJ0kBTI5P3aSeZyTPsjkc5aAd1SCs7yh8GPgbtEly4TAvhyKD8HmSqPJbA/s531/4221.png,300,Manuelle,Marrakesh,Diesel,2020,5,économique,REDKECH CAR,212600238096,#004340,Citroen,,,,
CLIO4,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj9j7I9unN1KDo4ApF6UFaEpKJj9M8LDmcDQhyphenhyphen2fXMcmATvoCy9kvIWavkH-cPJNLyZdmda4cJRob8OBMqHwj2K1pm3ZbaROlR8_1-q6R_ubIfYPMB0BTCefF7rz7zY64R1r6Shokv-W0PsMYVNhNvzTvM9lJfid6VwLiC6XCCWBZbwMCfGWuXBmpaRLA/s531/4222.png,300,Automatique,Marrakesh,Diesel,2019,5,économique,REDKECH CAR,212600238096,#004341,Renault,,,,
ACCENT,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjVRjNFObbWdcYFG4lT9vnDbSgKJKbutcUdi09PRsTj8bn_QJGfGF4gexGtyL3L4mukOo9RT-GDzgSyoL8cOgFa5tukZkWGwvR2YAxC4CoMKyiHKVgAvFXcAgGrR_0xSCjDgoJrqXA2TLAYPnpT8qiKpT15WkQrIuqCFoWj_7D9ylOA5_EOhfK93ycxZg/s531/4223.png,300,Automatique,Marrakesh,Diesel,2021,5,économique,REDKECH CAR,212600238096,#004342,Hyundai,,,,
FORMENTOR ,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEibd78C5ICL9FN0_Zo3Bg975z9c8RIfgu6cV2QqOLUPoCPEDh6psi8tqaG3X7xNWsdYUx5FtJrw-bDBmEX_kHVmP386aYPd4eRse-Z38gQsefqxZ8-J0EzAdwyG1V7NODMUlPywAj7sQI7KNOlBBt9GS-5kVtgqLzJ0CKVQoQ9uX03Q6UORiSltI91-hQ/s531/4224.png,800,Automatique,Marrakesh,Diesel,2022,5,Moyenne,REDKECH CAR,212600238096,#004343,Cupra,,,,
T-ROC,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEif-IN9FDhTbj3EFs9R86b6leGNEboDywxeYwEqtggYaknr4Abb4ufKUT5qHFl2oNrhVV-C8Lq8tbJdupwvccFo4AelyEHab27A4s3K-OtK2Jkh4ijIGqjfSS3ad9CD3stZmI6LA5iGZRSl4N0wSG4y4HV-LYhVVtdJAFDiEGouQq1r63K3s78vHpjcrg/s531/4225.png,800,Automatique,Marrakesh,Diesel,2022,5,Moyenne,REDKECH CAR,212600238096,#004344,Volkswagen,,,,
Q3,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjhbjsT_4ERfQjur8oXlJrmySL_aQTjS7XbtSSSvb_6muxXRwlWSqynxcWuFRjznE5cN7lxv1UwaIn-rU0yQV1rvdOZ8hcOjKKEkY3lvYcw9vWxI60WcOrXrUuhCcvz1Dajbbnk5uYXDegSOcXApIZS4hQDL_tLnmIPmeohaegJYFRig12Ap74yU1KA6A/s531/4226.png,890,Automatique,Marrakesh,Diesel,2021,5,Moyenne,REDKECH CAR,212600238096,#004345,Audi,,,,
